# List of standard transcriptions of foreign names in to Chinese
# Data collected from http://www.chinese-tools.com/names 2010-02-07
# Name	Hanzi	Pinyin
Stanislas	斯坦尼斯拉斯	Sī tǎn ní sī lā sī
Stanisław	斯塔尼斯拉夫	Sī tǎ ní sī lā fū
Stanley	斯丹雷	Sī Dān léi
Stany	斯坦尼	Sī tǎn ní
Stecy	丝特茜	Sī tè xī
Steeve	斯蒂夫	Sī dì fū
Steeven	史蒂文	Shǐ dì wén
Stefan	斯特凡	Sī tè fán
Stefan	斯特凡	Sī tè fán
Stefania	斯蒂凡娅	Sī dì fán yà
Stefanie	丝泰菲妮	Sī Tài Fēi nī
Stefany	斯蒂芬妮	Sī dì fēn ní
Stefeta	斯蒂菲达	Sī dì Fēi dá
Steffi	士泰福	Shì Tài Fú
Stella	斯特拉	Sī té lā
Stémy	斯蒂米	Sī dì mǐ
Stephan	斯蒂凡	Sī dì fán
Stéphane	斯蒂芬	Sī dì fēn
Stéphanie	斯蒂芬妮	Sī dì fēn ní
Stephany	斯蒂芬妮	Sī dì fēn ní
Stephen	斯蒂芬	Sī dì fēn
Stessy	斯特希	Sī tè xī
Steve	斯蒂夫	Sī dì fū
Steven	史蒂文	Shǐ dì wén
Stevens	史蒂文斯	Shǐ dì wén sī
Stevie	史蒂夫	Shǐ dì fū
Stévina	斯特维娜	Sī tè wéi nà
Stewart	斯图尔特	Sī tú ěr té
Sthefanie	斯泰凡妮	Sī Tài fán nī
Stina	斯蒂娜	Sī dì nà
Suarez	苏亚雷兹	Sū yà léi zī
Suat	苏阿特	Sū Ā tè
Sue	苏埃	Sū āi
Suélen	苏艾莲	Sū Aì lián
Suelen	苏艾莲	Sū Aì lián
Suellen	苏艾莲	Sū Aì lián
Sufian	苏菲安	Sū fēi ān
Sugi	苏吉	Sū Jí
Sujeily	苏蕾莉	Sū lěi lì
Suleni	苏雷尼	Sū léi ní
Sulivan	沙利文	Shā lì wén
Sullivan	沙利文	Shā lì wén
Sumit	斯米特	Sī mǐ tè
Suna	苏娜	Sū nà
Sunanda	苏南达	Sū nán dá
Sunley	僧蕾	Sēng lěi
Suresh	苏磊石	Sū lěi shí
Surina	苏丽娜	Sū lì nà
Suryani	苏里亚尼	Sū lǐ yà ní
Susana	苏萨娜	Sū sà nà
Susanna	苏萨娜	Sū sà nà
Susanna	苏萨娜	Sū sà nà
Susanne	苏珊	Sū shān
Sushil	苏希尔	Sū xī ěr
Sushma	苏士马	Sū shì Mǎ
Susie	苏西	Sū xī
Suyai	素雅	Sù Yǎ
Suzana	苏沙娜	Sū shā nà
Suzane	苏萨娜	Sū sà nà
Suzanna	苏珊娜	Sū shān nà
Suzanne	苏珊	Sū shān
Suzel	苏塞	Sū sāi
Suzette	苏塞特	Sū sāi tè
Suzie	苏西	Sū xī
Sven	斯文	Sī wén
Svenja	斯文亚	Sī wén yà
Svetlana	斯维特兰娜	Sī wéi tè lán nà
Swan	斯万	Sī wàn
Swann	斯万	Sī wàn
Swantje	算帖	Suàn tiě
Sweta	苏韦塔	Sū wéi tǎ
Swetha	苏维塔	Sū wéi tǎ
Sybelle	希贝	Xī bèi
Sybil	希碧乐	Xī bì lè
Sybilla	希碧拉	Xī bì lā
Syida	希达	Xī dá
Sylène	西莲	Xī lián
Sylke	希尔克	Xī ěr kè
Sylvain	西拉维	Xī lā wéi
Sylvaine	茜尔雯	Xī ěr wén
Sylvestre	西尔维斯特	Xī ěr wéi sī tè
Sylvette	西尔维特	Xū ěr wéi tè
Sylvia	西尔维娅	Xī ěr wéi yà
Sylviane	西尔维安	Xī ěr wéi ān
Sylvie	西尔维	Xī ěr wéi
Sylwester	西尔维斯特	Xī ěr wéi sī tè
Sylwia	茜尔维亚	Xī ěr wéi yà
Syrielle	茜莉艾	Xī lì ài
Szymon	西蒙	Xī mēng
Tabata	塔芭塔	Tǎ bā tǎ
Tabatha	塔芭塔	Tǎ bā tǎ
Tácito	塔西托	Tǎ xī tuō
Tadeo	塔德奥	Tǎ dé ào
Tadeu	塔德武	Tǎ dé wǔ
Taina	泰娜	Tài nà
Tainara	泰娜拉	Tài nà lā
Talal	塔拉尔	Tǎ lā ěr
Talec	大蕾克	Dà lěi kè
Talia	塔莉娅	Tǎ lì yà
Taline	塔林	Tǎ lín
Talita	塔丽塔	Tǎ lì tǎ
Talyanne	塔丽安	Tǎ lì ān
Tamara	塔玛拉	Tǎ mǎ lā
Tameka	达美卡	Dá měi Kǎ
Tami	达米	Dá mǐ
Tamirys	塔蜜莉斯	Tǎ Mì lì sī
Tammy	塔米	Tǎ mǐ
Tancrède	唐克雷德	Táng kè léi dé
Tanguy	唐吉	Táng jí
Tania	塔尼娅	Tǎ ní yà
Tânia	塔妮娅	Tǎ nī yà
Tanja	覃娅	Tán yà
Tansel	覃赛	Tán sài
Tanwir	覃维尔	Tán wéi ěr
Tanya	塔妮亚	Tǎ nī yà
Tao	道	Dào
Tara	泰拉	Tài lā
Tarek	塔雷克	Tǎ léi kè
Tarik	塔里克	Tǎ lǐ kè
Tariq	塔里克	Tǎ lǐ kè
Tarnia	塔尔妮娅	Tǎ ěr nī yà
Tarsila	塔尔茜拉	Tǎ ěr xī lā
Tarsis	塔尔西斯	Tǎ ěr xī sī
Taru	达露	Dá Lù
Tasia	塔西娅	Tǎ xī yà
Tatiana	塔提安娜	Tǎ tí ān nà
Tatyana	塔提亚娜	Tǎ tí yà nà
Taumaturgo	陶马图戈	Táo Mǎ tú gē
Tayla	泰拉	Tài lā
Taylor	泰勒	Tài lè
Tayse	泰瑟	Tài sè
Tchabine	吒宾	Zhà bīn
Tecla	特克莱	Tè kè lái
Tecla	特科拉	Tè Kē lā
Ted	泰德	Tài dé
Teddy	泰迪	Tài dí
Tegan	泰甘	Tài gān
Tehano	特阿诺	Tè Ā nuò
Teite	泰特	Tài tè
Telémaco	特莱马科	Tè lái mǎ kē
Telésforo	特莱斯福罗	Tè lái sī fú luó
Tello	特略	Tè lüè
Telma	泰尔玛	Tài ěr mǎ
Telmo	特尔莫	Tèr mò
Telúrio	特鲁柳	Tè lǔ liǔ
Temístocles	特米斯托克莱斯	Tè mǐ sī tuō kè lái sī
Tennessee	田纳西	Tián nà xī
Tenorio	特诺里奥	Tè nuò lǐ ào
Téo	泰欧	Tài ōu
Teobaldo	泰奥巴尔多	Tài ào bā ěr duō
Teodor	泰奥多尔	Tài ào duō ěr
Teodoro	特奥多罗	Tè ào duō luó
Teodosio	特奥多西奥	Tè ào duō xī ào
Teodósio	泰奥多西奥	Tài ào duō xī ào
Teódulo	特奥杜洛	Tè ào dù luò
Teofil	特奥菲	Tè ào fēi
Teófilo	特奥菲洛	Tè ào fēi luò
Tere	特雷	Tè léi
Terence	特朗丝	Tè lǎng sī
Terencio	特伦西奥	Tè lún xī ào
Teresa	特丽莎	Tè lì shā
Teresa	特蕾萨	Tè lěi sà
Teresinha	泰蕾茜娜	Tài lěi xī nà
Terezinha	泰蕾茜娜	Tài lěi xī nà
Teriq	塔里克	Tǎ lǐ kè
Terri	泰瑞	Tài ruì
Terry	特瑞	Tè ruì
Tertuliano	特图利亚诺	Tè tú lì yà nuò
Teru	泰卢	Tài Lú
Tessa	特萨	Tè sà
Tessier	德燮	Dé xiè
Tetinho	特丁诺	Tè dīng nuò
Teva	特瓦	Tè wǎ
Tevai	特外	Tè wài
Tevaite	特瓦伊特	Tè wǎ yī tè
Thaddeus	塔德乌斯	Tǎ dé Wū sī
Thainá	泰娜	Tài nà
Thaïs	塔伊斯	Tǎ Yī sī
Thais	特拉伊斯	Tè lā Yī sī
Thaís	塔伊斯	Tǎ Yī sī
Thalia	塔莉娅	Tǎ lì yà
Thalianny	塔利亚娜	Tǎ lì yà nà
Thalie	塔丽	Tǎ lí
Thalita	塔利塔	Tǎ lì tǎ
Thamiris	塔米利斯	Tǎ mǐ lì sī
Thanh	覃	Tán
Thania	塔妮娅	Tǎ nī yà
Thanya	覃妮娅	Tán nī yà
Thao	道	Dào
Théa	特阿	Tè Ā
Thelia	泰莉娅	Tài lì yà
Thelma	塞尔玛	Sāi rmǎ
Theo	西奥	Xī ào
Théo	特奥	Té ào
Theodore	西奥多	Xī ào duō
Théodore	泰奥多尔	Tài ào duō er
Théodule	特奥督勒	Té ào dū lè
Théophile	泰奥菲	Tài ào fēi
Théotime	泰奥蒂姆	Tài ào dì mǔ
Thérèsa	特蕾萨	Tè lěi sà
Theresa	希莉萨	Xī lì sà
Thérèse	特蕾丝	Tè lěi sī
Therry	特里	Tè lǐ
Thi	蒂	Dì
Thiago	提阿哥	Tí ā gē
Thibald	提巴	Tí Bā
Thibaud	蒂伯	Dì bó
thibault	蒂伯	Dì bó
Thibaut	蒂伯	Dì bó
Thiefaine	蒂埃芬	Dì Aī fēn
Thierry	蒂埃里	Dì āi lǐ
Thilan	蒂兰	Dì lán
Thilo	提罗	Tí luó
Thiziri	蒂茜利	Dì xī lì
Thoan	覃	Tán
Thomas	托马	Tuō mǎ
Thommy	托米	Tuō mǐ
Thorsten	托尔斯滕	Tuō ěr sī téng
Thya	缇娅	Tí yà
Thylane	缇兰	Tí lán
Tia	缇娅	Tí yà
Tiago	蒂亚戈	Dì yà gē
Tibisay	缇碧塞	Tí bì sāi
Tiburcio	蒂武西奥	Dì wǔ xī ào
Ticiano	蒂西亚诺	Dì xī yà nuò
Tico	蒂考	Dì kǎo
Tidian	逖迪昂	Tì dí áng
Tiegan	戴甘	Dài gān
Tien	天	Tiān
Tiffanie	蒂凡妮	Dì fán nī
Tiffany	蒂凡妮	Dì fán nī
Tigresa	蒂格蕾萨	Dì gé lěi sà
Tihyana	提亚娜	Tí yà nà
Tijania	提沙妮亚	Tí Shā nī yà
Til	提尔	Tí ěr
Tila	蒂拉	Dì lā
Till	提尔	Tí ěr
Tim	蒂姆	Dì mǔ
Timea	蒂美阿	Dì měi Ā
Timeo	蒂梅欧	Dì méi ōu
Timm	蒂姆	Dì mǔ
Timmor	迪莫尔	Dí Mò ěr
Timmy	蒂米	Dì mǐ
Timo	蒂莫	Dì mò
Timoteo	蒂莫特奥	Dì mò tè ào
Timothee	蒂莫西	Dì mò xī
Timothée	蒂莫泰	Dì mò tài
Timothy	蒂莫西	Dì mò xī
Tina	蒂娜	Dì nà
Tintin	丁丁	Dīng dīng
Tiphaine	蒂菲恩	Dì fēi ēn
Tiphanie	蒂凡妮	Dì fán nī
Tirso	蒂尔索	Dì rsuǒ
Tissam	缇萨姆	Tí sà mǔ
Tita	缇塔	Tí tǎ
Tito	蒂托	Dì tuō
Titouan	替图安	Tì tú ān
Tiziana	蒂茨娅娜	Dì cí yà nà
Tiziano	迪夏诺	Dí Xià nuò
Tobi	特比	Tè bǐ
Tobías	托维亚斯	Tuō wéi yà sī
Tobias	托比亚斯	Tuō bǐ yà sī
Toby	托比	Tuō bǐ
Tod	托德	Tuō dé
Tolomeo	托洛梅奥	Tuō luò méi ào
Tom	汤姆	Tāng mǔ
Tomás	托马斯	Tuō mǎ sī
Tomas	托马斯	Tuō Mǎ sī
Tommaso	托马苏	Tuō Mǎ Sū
Tommy	托米	Tuō mǐ
Tomos	托莫斯	Tuō mò sī
Toni	托尼	Tuō nī
Tony	托尼	Tuō nī
Torcuato	托尔夸托	Tuō rkuā tuō
Tori	托莉	Tuō lì
Toribio	托里维奥	Tuō lǐ wéi ào
Torsten	托斯滕	Tuō sī téng
Toscane	托斯卡纳	Tuō sī Kǎ nà
Tounès	图内斯	Tú nèi sī
Tozé	托泽	Tuō Zé
Tracy	翠西	Cuì xī
Trayan	特拉雅恩	Tè lā Yǎ ēn
Treena	特丽娜	Té lí nà
Trent	德温德	Dé wēn dé
Trésor	特雷索尔	Tè léi suǒ ěr
Trevor	特雷弗	Tè léi fú
Tricia	特瑞萨	Té ruì sà
Triguel	特里格	Tè lǐ gé
Trina	崔娜	Cuī nà
Trinidad	特里尼达	Tè lǐ ní dá
Trinity	翠妮缇	Cuì nī tí
Tristan	特里斯坦	Tè lǐ sī tàn
Tristão	特里斯坦	Tè lǐ sī tǎn
Tristen	特里斯敦	Tè lǐ sī dūn
Troy	特洛伊	Té luò yī
Tuanny	图阿尼	Tú Ā ní
Tugdual	图格杜阿勒	Tú gé dù ā lè
Tui	图伊	Tú Yī
Túlio	图柳	Tú liǔ
Tupac	图帕克	Tú Pà kè
Turner	特纳	Té nà
Tuukka	图卡	Tú kǎ
Tya	缇娅	Tí yà
Tyanna	缇安娜	Tí ān nà
Tyco	泰科	Tài kē
Tylou	缇鲁	Tí lǔ
Tyno	蒂诺	Dì nuò
Typhaine	缇凡	Tí fán
Tyquan	提圈	Tí quān
Tyreas	图爱斯	Tú Aì sī
Tyrone	泰朗	Tài lǎng
Udo	乌多	Wū duō
Udovic	尤多维克	Yóu duō wéi kè
Ugo	雨果	Yǔ guǒ
Ulises	乌利塞斯	Wū lì sài sī
Ulisses	乌利塞斯	Wū lì sāi sī
Ully	乌利	Wū lì
Ulrich	乌利希	Wū lì xī
Ulrik	乌尔里克	Wū ěr lǐ kè
Ulrika	乌尔丽卡	Wū ěr lí kǎ
Ulrike	吴利克	Wǔ lì kè
Ulysse	尤利西斯	Yóu lì xī sī
Umberto	翁贝托	Wēng bèi tuō
Urbano	乌尔瓦诺	Wū rwǎ nuò
Uriel	乌里埃	Wū lǐ Aī
Urrea	乌雷亚	Wū léi yà
Úrsula	耳舒拉	Er3 shū lā
Úrsula	雾尔苏拉	Wù ěr sū lā
Ute	乌特	Wū tè
Vadiney	瓦蒂内	Wǎ dì nèi
Vadson	瓦德孙	Wǎ dé sūn
Valdeci	瓦尔德西	Wǎ ěr dé xī
Valdelia	瓦德利亚	Wǎ dé lì yà
Valène	瓦莲	Wǎ lián
Valentí	瓦伦丁	Wǎ lún dīng
Valentim	瓦伦汀	Wǎ lún tīng
Valentin	瓦伦丁	Wǎ lún dīng
Valentina	巴伦蒂娜	Bā lún dì nà
Valentine	瓦伦汀	Wǎ lún tīng
Valère	瓦雷尔	Wǎ léi ěr
Valeria	瓦莱里娅	Wǎ lái lǐ yà
Valéria	瓦蕾莉娅	Wǎ lěi lì yà
Valèria	娃蕾莉芽	Wá lěi lì yá
Valeriano	巴莱里亚诺	Bā lái lǐ yà nuò
Valérie	瓦莱丽	Wǎ lái lì
Valerio	瓦雷利奥	Wǎ léi lì ào
Valero	瓦莱罗	Wǎ lái luó
Valéry	瓦雷里	Wǎ léi lǐ
Valeska	瓦莱斯卡	Wǎ lái sī Kǎ
Valle	巴列	Bā liè
Valmir	瓦勒米尔	Wǎ lè mǐ ěr
Valter	瓦尔特	Wǎ ěr tè
Vampiro	吸血鬼	Xī xuè guǐ
Vanda	万达	Wàn dá
Vanderlei	万德尔雷	Wàn dé ěr léi
Vanderleia	婉德蕾芽	Wǎn dé lěi yá
Vane	瓦恩	Wǎ ēn
Vanesa	瓦内萨	Wǎ nèi sà
Vaneska	瓦内斯卡	Wǎ nèi sī Kǎ
Vanessa	凡妮莎	Fán nī sha
Vânia	瓦妮娅	Wǎ nī yà
Vania	瓦妮娅	Wǎ nī yà
Vanina	瓦妮娜	Wǎ nī nà
Vannia	瓦妮娅	Wǎ nī yà
Vannina	凡妮娜	Fán nī nà
Vanusa	瓦努萨	Wǎ nǔ sà
Vasco	瓦斯寇	Wǎ sī kòu
Vasilii	瓦西里	Wǎ xī lǐ
Vasilije	瓦希利	Wǎ xī lì
Vay	薇	Wēi
Veani	菲安妳	Fēi ān nǐ
Velasco	贝拉斯科	Bèi lā sī kē
Veleri	维勒利	Wéi lè lì
Ventura	本图拉	Běn tú lā
Venus	维纳斯	Wéi nà sī
Vénus	维纳斯	Wéi nà sī
Venustiano	贝努斯蒂亚诺	Bèi nǔ sī dì yà nuò
Vera	魏拉	Wèi lā
Vérane	维兰	Wéi lán
Verena	维勒娜	Wéi lè nà
Vergil	维吉尔	Wéi jí ěr
Veríssimo	维利西莫	Wéi lì xī mò
Veronica	维罗尼卡	Wéi luō ní kǎ
Verônica	苇罗妮卡	Wěi luó nī kǎ
Véronique	维罗妮克	Wéi luó ní kè
Veton	维桐	Wéi tóng
Vianey	维亚内	Wéi yà nèi
Vianney	维雅内	Wéi yǎ nèi
Vicenç	韦森慈	Wéi sēn cí
Vicent	韦森特	Wéi sēn tè
Vicente	韦森特	Wéi sēn té
Vicki	薇琪	Wēi qí
Vicky	维吉	Wéi jí
Victoire	维克图阿尔	Wéi kè tú ā ěr
Victor	维克多	Wéi kè duō
Victoria	维多利亚	Wéi duō lì yà
Victòria	维多利亚	Wéi duō lì yà
Victorien	维克托连	Wéi kè tuō lián
Victorino	维多里诺	Wéi duō lǐ nuò
Vidal	比达尔	Bǐ dá r
Vidyashree	维蒂亚诗丽	Wéi dì yà shī lì
Vikas	维卡斯	Wéi Kǎ sī
Vince	文丝	Wén sī
Vincent	樊尚	Fán shàng
Vincent	文森特	Wén sēn té
Vinciane	文西安	Wén xī ān
Vinícius	韦尼西乌斯	Wéi ní xī wū sī
Vinicius	维尼修斯	Wéi ní xiū sī
Vinodh	魏诺德	Wèi nuò dé
Vio	菲奥	Fēi ào
Violaine	菲奥莲	Fēi ào lián
Violante	比奥兰特	Bǐ ào lán tè
Violeta	菲奥莱塔	Fēi ào lái tǎ
Violette	菲奥莱特	Fēi ào lái tè
Virgil	维吉尔	Wéi jí ěr
Virgile	维吉尔	Wéi jí ěr
Virgilio	比尔希略	Bǐ rxī lüè
Virginia	维吉尼亚	Wéi jí ní yà
Virginie	维吉妮	Wéi jí nī
Viridiana	维丽蒂娅娜	Wéi lì dì yà nà
Vitor	维托	Wéi tuō
Vítor	维多	Wéi duō
Vitória	韦托莉娅	Wéi tuō lì yà
Vívian	微微安	Wēi wēi ān
Viviana	比维亚娜	Bǐ wéi yà nà
Viviane	维维安	Wéi wéi ān
Vivien	维维恩	Wéi wéi ēn
Vizcaino	比斯凯诺	Bǐ sī kǎi nuò
Vlada	弗拉达	Fú lā dá
Vladimir	弗拉迪米尔	Fú lā dí mǐ ěr
Vladimiro	弗拉迪米罗	Fú lā dí mǐ luó
Voisard	瓦萨尔	Wǎ sà ěr
Volker	佛克尔	Fó kè ěr
Wacław	瓦克拉夫	Wǎ kè lā fū
Waël	瓦埃勒	Wǎ āi lè
Wafa	瓦法	Wǎ Fǎ
Wafaa	瓦法	Wǎ fǎ
Wagner	瓦格内	Wǎ gé nèi
Wahiba	瓦伊巴	Wǎ yī bā
Walace	瓦拉斯	Wǎ lā sī
Waldo	瓦尔多	Wǎ rduō
Waleska	瓦雷斯卡	Wǎ léi sī Kǎ
Walid	瓦里德	Wǎ lǐ dé
Wallace	华莱士	Huā lái shì
Walmir	瓦尔米尔	Wǎ ěr mǐ ěr
Walney	瓦尔内	Wǎ ěr nèi
Walter	沃尔特	Wò ěr tè
Walter	瓦勒特	Wǎ lè tè
Wanda	旺达	Wàng dá
Wandersen	万德尔森	Wàn dé ěr sēn
Waris	瓦利斯	Wǎ lì sī
Warren	瓦伦	Wǎ lún
Wassila	瓦希拉	Wǎ xī lā
Wassila	瓦希拉	Wǎ xī lā
Watson	瓦特森	Wǎ tè sēn
Wayne	韦恩	Wéi ēn
Welbi	维尔比	Wéi ěr bǐ
Wenceslao	文策斯劳	Wén cè sī láo
Wendelin	文德林	Wén dé lín
Wendy	温蒂	Wēn dì
Werner	维尔纳	Wéi ěr nà
Weronika	薇罗尼卡	Wēi luó ní kǎ
Wes	韦斯	Wéi sī
Wesley	韦斯利	Wéi sī lì
Wessim	维西姆	Wéi xī mǔ
Weudys	为乌蒂斯	Wéi Wū dì sī
Widelia	乌伊特丽亚	Wū Yī tè lì yà
Wiem	瓦姆	Wǎ mǔ
Wigny	魏格尼	Wèi gé ní
Wijdane	维日丹	Wéi rì Dān
Wiktroria	薇克托丽亚	Wēi kè tuō lì yà
Wilane	维兰	Wéi lán
Wilbia	伟比亚	Wěi bǐ yà
Wilderg	威尔德格	Wēi ěr dé gé
Wilfredo	维夫雷多	Wéi fū léi duō
Wilfrid	威尔弗里德	Wēi ěr fú lǐ dé
Wilfried	威尔弗里德	Wēi ěr fú lǐ dé
Wilker	维克	Wéi kè
Will	威尔	Wēi ěr
Willa	韦拉	Wéi lā
William	威廉	Wēi lián
Williams	威廉斯	Wēi lián sī
Willian	威廉	Wēi lián
Williane	威利安	Wēi lì ān
Willy	维利	Wéi lì
Wilson	威尔逊	Wēi ěr xùn
Windy	无垠地	Wú yín dì
Wissem	威斯姆	Wēi sī mǔ
Wladimir	弗拉迪米尔	Fú lā dí mǐ ěr
Władysław	弗拉迪斯拉夫	Fú lā dí sī lā fū
Wolfgang	沃尔夫冈	Wò ěr fū gāng
Xana	克萨娜	Kè sà nà
Xanga	尚伽	Shàng Jiā
Xavier	柴维耶	Chái wéi yē
Xenia	泽尼亚	Zé ní yà
Xhezair	谢塞尔	Xiè Sāi ěr
Ximena	希梅纳	Xī méi nà
Xiomara	克秀马拉	Kè Xiù Mǎ lā
Xóchitl	肖奇特	Xiào qí tè
Yabeling	娅贝琳	Yà bèi lín
Yacine	雅辛	Yǎ xīn
Yadira	娅蒂拉	Yà dì lā
Yadjna	亚德日娜	Yà dé rì nà
Yaël	耶尔	Yē ěr
Yaelle	雅尔	Yǎ ěr
Yaëlle	亚爱乐	Yà Aì lè
Yahcine	雅辛	Yǎ xīn
Yaiza	雅伊萨	Yǎ yī sà
Yajaira	雅斋拉	Yǎ zhāi lā
Yakhouba	亚库巴	Yà kù bā
Yalani	亚拉尼	Yà lā ní
Yamila	亚米拉	Yà mǐ lā
Yamile	亚米勒	Yà mǐ lè
Yan	雅恩	Yǎ ēn
Yaneth	雅内特	Yǎ nèi tè
Yanil	雅尼尔	Yǎ ní ěr
Yanina	亚尼娜	Yà ní nà
Yanira	雅妮拉	Yǎ nī lā
Yanis	亚尼斯	Yà ní sī
Yaniss	亚尼斯	Yà ní sī
Yann	雅恩	Yǎ ēn
Yann	雅恩	Yǎ ēn
Yannel	雅内尔	Yǎ nèi ěr
Yannick	雅尼克	Yǎ ní kè
Yannicke	雅妮克	Yǎ nī kè
Yannis	亚尼斯	Yà ní sī
Yannys	雅尼斯	Yǎ ní sī
Yaphet	亚菲特	Yà Fēi tè
Yara	雅拉	Yǎ lā
Yarek	亚雷克	Yà léi kè
Yasbeth	娅斯贝特	Yà sī Bèi tè
Yash	亚石	Yà shí
Yasha	亚沙	Yà Shā
Yasin	亚新	Yà Xīn
Yasmine	雅斯敏	Yǎ sī mǐn
Yassin	雅辛	Yǎ xīn
Yaya	娅娅	Yà yà
Yazid	亚兹	Yà zī
Yelisandra	耶莉桑达	Yē lì sāng dá
Yenny	叶妮	Yè nī
Yénora	耶诺拉	Yē nuò lā
Yenory	耶诺莉	Yē nuò lì
Yeny	叶尼	Yè ní
Yeray	耶赖	Yē lài
Yesenia	亚塞妮娅	Yà sāi nī yà
Yessenia	耶斯尼亚	Yē sī ní yà
Yessica	耶斯卡	Yē sī kǎ
Yildirim	伊利德利姆	Yī lì dé lì mǔ
Yisel	伊斯尔	Yī sī ěr
Ylan	伊兰	Yī lán
Yoann	约安	Yāo ān
Yohan	尤安	Yóu ān
Yohann	尤安	Yóu ān
Yokasta	尤卡丝塔	Yóu kǎ sī tǎ
Yolaine	尤莲	Yóu lián
Yolanda	约兰达	Yuē lán dá
Yolande	约朗德	Yāo lǎng dé
Yoli	优莉	Yōu lì
Yona	友娜	Yǒu nà
Yonathan	尤纳坦	Yóu nà tǎn
Yoni	尤尼	Yóu ní
Yorben	尤尔本	Yóu ěr Běn
Youcef	约瑟夫	Yāo sè fū
Youenn	友恩	Yǒu ēn
Youna	尤娜	Yóu nà
Youness	尤内斯	Yóu nèi sī
Youri	由梨	Yóu lí
Yousra	约瑟拉	Yāo sè lā
Youssef	约瑟夫	Yuē sè fū
Yousuf	尤苏夫	Yóu Sū fū
Yovana	优瓦娜	Yōu wǎ nà
Ysabella	伊萨贝拉	Yī sà Bèi lā
Ysaline	伊萨琳	Yī sà lín
Ysatis	伊萨蒂斯	Yī sà dì sī
Yudiely	友德莉	Yǒu dé lì
Yudith	尤蒂特	Yóu dì tè
Yuliana	玉莉娅娜	Yù lì yà nà
Yulieth	尤丽叶	Yóu lì yè
Yuna	玉娜	Yù nà
Yurany	友拉尼	Yǒu lā ní
Yuri	由梨	Yóu lí
Yvaine	依凡	Yī fán
Yvan	伊万	Yī wàn
Yvann	伊万	Yī wàn
Yvanne	伊婉	Yī wǎn
Yveline	伊薇琳	Yī wēi lín
Yves	伊夫	Yī fū
Yvette	伊薇特	Yī wēi té
Yvon	伊冯	Yī féng
Yvoncka	伊翁卡	Yī Wēng Kǎ
Yvonette	伊佛内特	Yī fó nèi tè
Yvonne	伊冯	Yī féng
Yvonnick	伊沃尼克	Yī wò ní kè
Ywen	伊文	Yī wén
Ywenn	伊文	Yī wén
Zacaria	萨卡里亚	Sà Kǎ lǐ yà
Zacarías	萨卡里亚斯	Sà kǎ lǐ yà sī
Zachary	扎卡里	Zā kǎ lǐ
Zackaria	扎卡丽亚	Zā Kǎ lì yà
Zahra	佐拉	Zuǒ lā
Zain	扎因	Zā yīn
Zaira	栽拉	Zāi lā
Zak	杂克	Zá kè
Zakaria	扎卡里亚	Zā Kǎ lǐ yà
Zakia	扎齐亚	Zā Qí yà
Zaklina	扎卡莉娜	Zā Kǎ lì nà
Zalayeta	扎雷塔	Zā léi tǎ
Zan	咱	Zán
Zavaleta	扎瓦雷塔	Zā wǎ léi tǎ
Zayd	宰德	Zǎi dé
Zé	泽	Zé
Zed	泽德	Zé dé
Zeferino	赛菲利诺	Sài fēi lì nuò
Zehra	泽拉	Zé lā
Zeineb	赛内布	Sài nèi Bù
Zeiya	泽娅	Zé yà
Zenaida	塞奈达	Sài nài dá
Zenón	塞农	Sài nóng
Zéphyr	泽飞尔	Zé fēi ěr
Zephyr	泽飞尔	Zé fēi ěr
Zerin	泽琳	Zé lín
Zettie	兹蒂	Zī dì
Zeus	宙斯	Zhòu sī
Zeynep	泽内浦	Zé nèi pǔ
Zidane	齐达内	Qí dá nèi
Zied	齐雅德	Qí Yǎ dé
Zineb	齐内布	Qí nèi Bù
Zipexx	泽佩克斯	Zé Pèi kè sī
Zita	泽塔	Zé tǎ
Zlatica	兹拉缇卡	Zī lā tí kǎ
Zoe	佐伊	Zuǒ yī
Zoé	佐伊	Zuǒ yī
Zoély	佐丽	Zuǒ lì
Zofia	佐菲亚	Zuǒ fēi yà
Zoïk	佐伊克	Zuǒ yī kè
Zola	左拉	Zuǒ lā
Zoltán	佐尔坦	Zuǒ ěr tǎn
Zoltan	佐尔坦	Zuǒ ěr tǎn
Zoraida	索拉伊达	Suǒ lā yī dá
Zoroastro	索罗亚斯特罗	Suǒ luó yà sī tè luó
Zouine	苏因	Sū yīn
Zuki	卒克	Zú kè
Zulema	卒蕾玛	Zú lěi Mǎ
Zully	朱丽	Zhū lì
Zuñiga	苏尼戈	Sū ní gē
Zuzana	簇扎娜	Cù zā nà
